,,taxon_name,ref_id,sh_id,rep,kingdom,phylum,class,order,family,genus,species,taxon_name_sh,primary_lifestyle,secondary_lifestyle,decay_type,growth_form,,,,
1008,2321,Achroiostachys_betulicola,KU845792,SH1456468.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Achroiostachys,Achroiostachys_betulicola,Achroiostachys_betulicola_SH1456468.09FU,soil_saprotroph,litter_saprotroph,leaf/fruit/seed,soil,filamentous_mycelium,,,
1009,2323,Trichoderma_sp,UDB06586847,SH0961269.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_sp,Trichoderma_sp_SH0961269.09FU,mycoparasite,foliar_endophyte,leaf/fruit/seed,soil,fungal_material,filamentous_mycelium,,
1010,2324,Tremellales_sp,UDB06403898,SH1034178.09FU,reps,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Tremellales_fam_Incertae_sedis,Tremellales_gen_Incertae_sedis,Tremellales_sp,Tremellales_sp_SH1034178.09FU,NA,NA,NA,NA,,,,
1011,2325,Tetracladium_sp,UDB05470813,SH1078839.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078839.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1012,2331,Rhizophlyctidales_sp,UDB06398678,SH1124605.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidales_fam_Incertae_sedis,Rhizophlyctidales_gen_Incertae_sedis,Rhizophlyctidales_sp,Rhizophlyctidales_sp_SH1124605.09FU,NA,NA,NA,NA,,,,
1013,2340,Phomatosporaceae_sp,UDB04576336,SH1074688.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatosporaceae_gen_Incertae_sedis,Phomatosporaceae_sp,Phomatosporaceae_sp_SH1074688.09FU,NA,NA,NA,NA,,,,
1014,2341,Phaeocytostroma_ambiguum,FR748036,SH1273617.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Phaeocytostroma,Phaeocytostroma_ambiguum,Phaeocytostroma_ambiguum_SH1273617.09FU,plant_pathogen,NA,NA,filamentous_mycelium,,,,
1015,2344,Nectria_sp,UDB01929060,SH0909429.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria_sp,Nectria_sp_SH0909429.09FU,plant_pathogen,litter_saprotroph,wood,leaf/fruit/seed,roots,soil,filamentous_mycelium,
1016,2345,Nectriaceae_sp,KR909444,SH1079317.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectriaceae_gen_Incertae_sedis,Nectriaceae_sp,Nectriaceae_sp_SH1079317.09FU,NA,NA,NA,NA,,,,
1017,2349,Lecythophora_sp,UDB0184018,SH0905823.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Lecythophora,Lecythophora_sp,Lecythophora_sp_SH0905823.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1018,2350,Kochiomyces_sp,UDB02365807,SH1108864.09FU,reps,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,Kochiomyces_sp,Kochiomyces_sp_SH1108864.09FU,pollen_saprotroph,algal_parasite,pollen,zoosporic-rhizomycelial_(chytrid-like),,,,
1019,2351,Kickxellomycota_sp,UDB0540959,SH1154891.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1154891.09FU,NA,NA,NA,NA,,,,
1020,2353,Kamienskia_sp,UDB02263984,SH1030930.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Kamienskia,Kamienskia_sp,Kamienskia_sp_SH1030930.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1021,2359,Fuscoporia_formosana,MH392552,SH1106908.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Fuscoporia_formosana,Fuscoporia_formosana_SH1106908.09FU,wood_saprotroph,NA,wood,filamentous_mycelium,,,,
1022,2391,Cosmospora_lavitskiae,KJ676167,SH3159528.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora_lavitskiae,Cosmospora_lavitskiae_SH3159528.09FU,mycoparasite,fungal_decomposer,fungal_material,filamentous_mycelium,,,,
1023,2392,Coniochaeta_sp,UDB0228810,SH0947674.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_sp,Coniochaeta_sp_SH0947674.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1024,2394,Cladosporium_colombiae,MZ531891,SH1020014.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_colombiae,Cladosporium_colombiae_SH1020014.09FU,litter_saprotroph,plant_pathogen,wood,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium
1025,2395,Cistella_sp,EU520606,SH0990255.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,Cistella_sp,Cistella_sp_SH0990255.09FU,wood_saprotroph,litter_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
1026,2400,Chytridiomycota_sp,UDB0205537,SH1067354.09FU,reps,Fungi,Chytridiomycota,Chytridiomycota_cls_Incertae_sedis,Chytridiomycota_ord_Incertae_sedis,Chytridiomycota_fam_Incertae_sedis,Chytridiomycota_gen_Incertae_sedis,Chytridiomycota_sp,Chytridiomycota_sp_SH1067354.09FU,NA,NA,NA,NA,,,,
1027,2401,Chaetosphaeria_sp,UDB01752123,SH0979655.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979655.09FU,litter_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
1028,2402,Chaetosphaeria_sp,UDB01751287,SH0979805.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria_sp,Chaetosphaeria_sp_SH0979805.09FU,litter_saprotroph,wood_saprotroph,wood,leaf/fruit/seed,filamentous_mycelium,,,
1029,2419,Basidiobolales_sp,UDB0702515,SH1087330.09FU,reps,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolales_fam_Incertae_sedis,Basidiobolales_gen_Incertae_sedis,Basidiobolales_sp,Basidiobolales_sp_SH1087330.09FU,NA,NA,NA,NA,,,,
1030,2420,Ascomycota_sp,UDB035498,SH1201889.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1201889.09FU,NA,NA,NA,NA,,,,
1031,2421,Ascomycota_sp,UDB01397000,SH1167559.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH1167559.09FU,NA,NA,NA,NA,,,,
1032,2428,Acremonium_fusidioides,FN706542,SH1022448.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_fusidioides,Acremonium_fusidioides_SH1022448.09FU,unspecified_saprotroph,foliar_endophyte,leaf/fruit/seed,soil,dung,animal_material,filamentous_mycelium,
1033,2430,Xanthothecium_peruvianum,MH857258,SH1294059.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Xanthothecium,Xanthothecium_peruvianum,Xanthothecium_peruvianum_SH1294059.09FU,soil_saprotroph,animal_decomposer,soil,animal_material,filamentous_mycelium,,,
1034,2432,Udeniozyma_ferulica,AF444632,SH1255319.09FU,refs,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Udeniozyma,Udeniozyma_ferulica,Udeniozyma_ferulica_SH1255319.09FU,unspecified,NA,NA,yeast,,,,
1035,2433,Tubeufiaceae_sp,UDB06803092,SH0973263.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Tubeufiaceae_gen_Incertae_sedis,Tubeufiaceae_sp,Tubeufiaceae_sp_SH0973263.09FU,NA,NA,NA,NA,,,,
1036,2434,Trichocladium_antarcticum,KM655343,SH1969637.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,Trichocladium_antarcticum,Trichocladium_antarcticum_SH1969637.09FU,unspecified_saprotroph,NA,NA,filamentous_mycelium,,,,
1037,2436,Tetracladium_sp,UDB05464773,SH1078656.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078656.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1038,2437,Tetracladium_sp,UDB05454697,SH1078562.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078562.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1039,2438,Sordariomycetes_sp,UDB02762091,SH0905941.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp,Sordariomycetes_sp_SH0905941.09FU,NA,NA,NA,NA,,,,
1040,2439,Sclerostagonospora_sp,UDB0292348,SH0906746.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Sclerostagonospora,Sclerostagonospora_sp,Sclerostagonospora_sp_SH0906746.09FU,litter_saprotroph,plant_pathogen,leaf/fruit/seed,filamentous_mycelium,,,,
1041,2441,Sarocladium_bactrocephalum,HG965006,SH2340005.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_bactrocephalum,Sarocladium_bactrocephalum_SH2340005.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
1042,2445,Rhytismatales_sp,JQ081759,SH1329420.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismatales_fam_Incertae_sedis,Rhytismatales_gen_Incertae_sedis,Rhytismatales_sp,Rhytismatales_sp_SH1329420.09FU,NA,NA,NA,NA,,,,
1043,2449,Pezizaceae_sp,UDB04319707,SH1262098.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pezizaceae_gen_Incertae_sedis,Pezizaceae_sp,Pezizaceae_sp_SH1262098.09FU,NA,NA,NA,NA,,,,
1044,2458,Helotiales_sp,UDB03335458,SH1078809.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,Helotiales_sp_SH1078809.09FU,NA,NA,NA,NA,,,,
1045,2459,Halosphaeriaceae_sp,UDB03251913,SH0888064.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Halosphaeriaceae_gen_Incertae_sedis,Halosphaeriaceae_sp,Halosphaeriaceae_sp_SH0888064.09FU,NA,NA,NA,NA,,,,
1046,2461,Fungi_sp,UDB078745,SH1304200.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1304200.09FU,NA,NA,NA,NA,,,,
1047,2463,Fungi_sp,UDB0503976,SH1294149.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1294149.09FU,NA,NA,NA,NA,,,,
1048,2465,Fungi_sp,UDB02167655,SH1330309.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1330309.09FU,NA,NA,NA,NA,,,,
1049,2485,Clonostachys_sp,UDB03916111,SH1077170.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_sp,Clonostachys_sp_SH1077170.09FU,wood_saprotroph,plant_pathogen,wood,leaf/fruit/seed,fungal_material,animal_material,filamentous_mycelium,
1050,2487,Clonostachys_rosea,KF180165,SH1077161.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys,Clonostachys_rosea,Clonostachys_rosea_SH1077161.09FU,wood_saprotroph,plant_pathogen,wood,leaf/fruit/seed,fungal_material,animal_material,filamentous_mycelium,
1051,2499,Ceratobasidium_sp,UDB01690153,SH1134954.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp,Ceratobasidium_sp_SH1134954.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,roots,soil,filamentous_mycelium,,
1052,2501,Blastocladiomycota_sp,UDB01529668,SH1111936.09FU,reps,Fungi,Blastocladiomycota,Blastocladiomycota_cls_Incertae_sedis,Blastocladiomycota_ord_Incertae_sedis,Blastocladiomycota_fam_Incertae_sedis,Blastocladiomycota_gen_Incertae_sedis,Blastocladiomycota_sp,Blastocladiomycota_sp_SH1111936.09FU,NA,NA,NA,NA,,,,
1053,2502,Basidiomycota_sp,UDB01503997,SH1178217.09FU,reps,Fungi,Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp,Basidiomycota_sp_SH1178217.09FU,NA,NA,NA,NA,,,,
1054,2508,Periconia_sp,KX394553,SH0949779.09FU,reps,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Periconia_sp,Periconia_sp_SH0949779.09FU,plant_pathogen,foliar_endophyte,leaf/fruit/seed,filamentous_mycelium,,,,
1055,2510,Panaeolus_papilionaceus,AB520424,SH1136663.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Panaeolus,Panaeolus_papilionaceus,Panaeolus_papilionaceus_SH1136663.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1056,2511,Sakaguchia_sp,UDB06521682,SH1223404.09FU,reps,Fungi,Basidiomycota,Cystobasidiomycetes,Sakaguchiales,Sakaguchiaceae,Sakaguchia,Sakaguchia_sp,Sakaguchia_sp_SH1223404.09FU,unspecified_saprotroph,NA,NA,dimorphic_yeast,,,,
1057,2512,Ascomycota_sp,UDB01392297,SH0880493.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0880493.09FU,NA,NA,NA,NA,,,,
1058,2513,Thelebolus_globosus,DQ028268,SH0956600.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Thelebolaceae,Thelebolus,Thelebolus_globosus,Thelebolus_globosus_SH0956600.09FU,dung_saprotroph,foliar_endophyte,leaf/fruit/seed,dung,filamentous_mycelium,,,
1059,2515,Pseudeurotiaceae_sp,AJ390386,SH0956757.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudeurotiaceae_gen_Incertae_sedis,Pseudeurotiaceae_sp,Pseudeurotiaceae_sp_SH0956757.09FU,NA,NA,NA,NA,,,,
1060,2516,Populomyces_zwinianus,MW883444,SH1239743.09FU,refs,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Populomyces,Populomyces_zwinianus,Populomyces_zwinianus_SH1239743.09FU,NA,NA,NA,NA,,,,
1061,2520,Glomeraceae_sp,UDB03121258,SH1310037.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Glomeraceae_gen_Incertae_sedis,Glomeraceae_sp,Glomeraceae_sp_SH1310037.09FU,arbuscular_mycorrhizal,NA,NA,NA,,,,
1062,2521,Entoloma_sp,UDB05331450,SH1119422.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp,Entoloma_sp_SH1119422.09FU,soil_saprotroph,unspecified_symbiotroph,roots,soil,filamentous_mycelium,,,
1063,2523,Chaetothyriales_sp,HG937077,SH1233387.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp,Chaetothyriales_sp_SH1233387.09FU,NA,NA,NA,NA,,,,
1064,2524,Zopfiella_sp,UDB07625233,SH0994644.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Zopfiella,Zopfiella_sp,Zopfiella_sp_SH0994644.09FU,dung_saprotroph,NA,dung,filamentous_mycelium,,,,
1065,2528,Thelonectria_sp,UDB05533255,SH0909534.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria_sp,Thelonectria_sp_SH0909534.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1066,2529,Tetracladium_sp,UDB05471980,SH1078578.09FU,reps,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Tetracladium,Tetracladium_sp,Tetracladium_sp_SH1078578.09FU,litter_saprotroph,NA,leaf/fruit/seed,filamentous_mycelium,,,,
1067,2541,Sarocladium_strictum,JQ649357,SH0913379.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_strictum,Sarocladium_strictum_SH0913379.09FU,plant_pathogen,litter_saprotroph,leaf/fruit/seed,filamentous_mycelium,,,,
1068,2543,Rhodotorula_sp,UDB0738485,SH1294743.09FU,reps,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula_sp,Rhodotorula_sp_SH1294743.09FU,unspecified_saprotroph,foliar_endophyte,NA,yeast,,,,
1069,2545,Rhizophlyctidaceae_sp,UDB06389094,SH1213405.09FU,reps,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctidaceae_gen_Incertae_sedis,Rhizophlyctidaceae_sp,Rhizophlyctidaceae_sp_SH1213405.09FU,NA,NA,NA,NA,,,,
1070,2546,Rhizophagus_sp,AJ872044,SH0907798.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_sp,Rhizophagus_sp_SH0907798.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1071,2547,Rhizophagus_irregularis,MN388908,SH0988887.09FU,reps,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus_irregularis,Rhizophagus_irregularis_SH0988887.09FU,arbuscular_mycorrhizal,root-associated,NA,filamentous_mycelium,,,,
1072,2551,Pezizomycotina_sp,UDB04360498,SH1041817.09FU,reps,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp,Pezizomycotina_sp_SH1041817.09FU,NA,NA,NA,NA,,,,
1073,2552,Pezizales_sp,UDB04327154,SH1301939.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizales_fam_Incertae_sedis,Pezizales_gen_Incertae_sedis,Pezizales_sp,Pezizales_sp_SH1301939.09FU,NA,NA,NA,NA,,,,
1074,2553,Penicillium_sp,UDB03965571,SH0884805.09FU,reps,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sp,Penicillium_sp_SH0884805.09FU,unspecified_saprotroph,foliar_endophyte,soil,filamentous_mycelium,,,,
1075,2555,Orbiliales_sp,UDB02631506,SH1272524.09FU,reps,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliales_fam_Incertae_sedis,Orbiliales_gen_Incertae_sedis,Orbiliales_sp,Orbiliales_sp_SH1272524.09FU,NA,NA,NA,NA,,,,
1076,2560,Mortierella_sp,UDB04889708,SH1203185.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp,Mortierella_sp_SH1203185.09FU,soil_saprotroph,root-associated,roots,soil,filamentous_mycelium,,,
1077,2561,Mortierellaceae_sp,UDB04944037,SH0896647.09FU,reps,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierellaceae_gen_Incertae_sedis,Mortierellaceae_sp,Mortierellaceae_sp_SH0896647.09FU,NA,NA,NA,NA,,,,
1078,2566,Kickxellomycota_sp,UDB02427734,SH1170629.09FU,reps,Fungi,Kickxellomycota,Kickxellomycota_cls_Incertae_sedis,Kickxellomycota_ord_Incertae_sedis,Kickxellomycota_fam_Incertae_sedis,Kickxellomycota_gen_Incertae_sedis,Kickxellomycota_sp,Kickxellomycota_sp_SH1170629.09FU,NA,NA,NA,NA,,,,
1079,2569,GS01_phy_Incertae_sedis_sp,UDB02248645,SH1045184.09FU,reps,Fungi,GS01_phy_Incertae_sedis,GS01_phy_Incertae_sedis_cls_Incertae_sedis,GS01_phy_Incertae_sedis_ord_Incertae_sedis,GS01_phy_Incertae_sedis_fam_Incertae_sedis,GS01_phy_Incertae_sedis_gen_Incertae_sedis,GS01_phy_Incertae_sedis_sp,GS01_phy_Incertae_sedis_sp_SH1045184.09FU,NA,NA,NA,NA,,,,
1080,2575,Fungi_sp,UDB0746934,SH1173311.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH1173311.09FU,NA,NA,NA,NA,,,,
1081,2577,Fungi_sp,UDB04084257,SH0905769.09FU,reps,Fungi,Fungi_phy_Incertae_sedis,Fungi_cls_Incertae_sedis,Fungi_ord_Incertae_sedis,Fungi_fam_Incertae_sedis,Fungi_gen_Incertae_sedis,Fungi_sp,Fungi_sp_SH0905769.09FU,NA,NA,NA,NA,,,,
1082,2582,Exophiala_clavispora,KP347942,SH4097602.09FU,refs,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,Exophiala_clavispora,Exophiala_clavispora_SH4097602.09FU,litter_saprotroph,litter_saprotroph,leaf/fruit/seed,animal_material,dimorphic_yeast,,,
1083,2606,Coprinopsis_phlyctidospora,UDB0571209,SH1204444.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_phlyctidospora,Coprinopsis_phlyctidospora_SH1204444.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1084,2607,Coprinopsis_neophlyctidospora,AB564409,SH1204294.09FU,refs,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis_neophlyctidospora,Coprinopsis_neophlyctidospora_SH1204294.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1085,2608,Conocybe_sp,UDB04140164,SH1182707.09FU,reps,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_sp,Conocybe_sp_SH1182707.09FU,soil_saprotroph,NA,soil,filamentous_mycelium,,,,
1086,2613,Chytridiales_sp,UDB0694932,SH1180295.09FU,reps,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiales_fam_Incertae_sedis,Chytridiales_gen_Incertae_sedis,Chytridiales_sp,Chytridiales_sp_SH1180295.09FU,NA,NA,NA,NA,,,,
1087,2617,Chaetomium_nepalense,MH861591,SH2145427.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_nepalense,Chaetomium_nepalense_SH2145427.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1088,2618,Chaetomium_capillare,KT214583,SH2142531.09FU,refs,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium_capillare,Chaetomium_capillare_SH2142531.09FU,litter_saprotroph,foliar_endophyte,wood,leaf/fruit/seed,soil,dung,filamentous_mycelium,
1089,2628,Ascomycota_sp,UDB06415609,SH0960973.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0960973.09FU,NA,NA,NA,NA,,,,
1090,2629,Ascomycota_sp,UDB02974520,SH0956526.09FU,reps,Fungi,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,Ascomycota_sp_SH0956526.09FU,NA,NA,NA,NA,,,,
1091,2631,Ascobolus_sp,UDB0247614,SH1309919.09FU,reps,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus_sp,Ascobolus_sp_SH1309919.09FU,litter_saprotroph,dung_saprotroph,leaf/fruit/seed,dung,filamentous_mycelium,,,
1092,2636,Aphelidiomycota_sp,UDB041864,SH1111666.09FU,reps,Fungi,Aphelidiomycota,Aphelidiomycota_cls_Incertae_sedis,Aphelidiomycota_ord_Incertae_sedis,Aphelidiomycota_fam_Incertae_sedis,Aphelidiomycota_gen_Incertae_sedis,Aphelidiomycota_sp,Aphelidiomycota_sp_SH1111666.09FU,NA,NA,NA,NA,,,,
1093,2644,Chaetosphaeriaceae_sp,UDB01760962,SH0995119.09FU,reps,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeriaceae_gen_Incertae_sedis,Chaetosphaeriaceae_sp,Chaetosphaeriaceae_sp_SH0995119.09FU,NA,NA,NA,NA,,,,
